,state,value,level,age,type
1139,Washington,0.7199428859833403,300399,u19,private
1140,West Virginia,0.8335029890248191,300399,u19,private
1141,Wisconsin,0.8690911859744636,300399,u19,private
1142,Wyoming,0.7931826886250479,300399,u19,private
1143,Puerto Rico,0.866518038102959,300399,u19,private
1144,Alabama,0.8458409628787934,300399,1964,private
1145,Alaska,0.7047892314506345,300399,1964,private
1146,Arizona,0.7636795346798932,300399,1964,private
1147,Arkansas,0.8313361364167251,300399,1964,private
1148,California,0.7166473444818361,300399,1964,private
1149,Colorado,0.7686745900899793,300399,1964,private
1150,Connecticut,0.7788898881626225,300399,1964,private
1151,Delaware,0.7596707920486655,300399,1964,private
1152,District of Columbia,0.7790451452610181,300399,1964,private
1153,Florida,0.7818889405811723,300399,1964,private
1154,Georgia,0.8021677420512573,300399,1964,private
1155,Hawaii,0.8628661916072843,300399,1964,private
1156,Idaho,0.794391712788044,300399,1964,private
1157,Illinois,0.8054068963403656,300399,1964,private
1158,Indiana,0.8453086157038767,300399,1964,private
1159,Iowa,0.8644595792554195,300399,1964,private
1160,Kansas,0.8647505193774648,300399,1964,private
1161,Kentucky,0.8359566318521464,300399,1964,private
1162,Louisiana,0.7808689046322781,300399,1964,private
1163,Maine,0.8026733403495396,300399,1964,private
1164,Maryland,0.7887434632048358,300399,1964,private
1165,Massachusetts,0.7705886924086482,300399,1964,private
1166,Michigan,0.830281875182304,300399,1964,private
1167,Minnesota,0.8605704167457155,300399,1964,private
1168,Mississippi,0.8353114445216948,300399,1964,private
1169,Missouri,0.8525700097271285,300399,1964,private
1170,Montana,0.8134029962147465,300399,1964,private
1171,Nebraska,0.8623184984063275,300399,1964,private
1172,Nevada,0.7685578492957357,300399,1964,private
1173,New Hampshire,0.8481934580892644,300399,1964,private
1174,New Jersey,0.764930754834685,300399,1964,private
1175,New Mexico,0.7281782547384019,300399,1964,private
1176,New York,0.7471544562473039,300399,1964,private
1177,North Carolina,0.8268337748927059,300399,1964,private
1178,North Dakota,0.9103725777905517,300399,1964,private
1179,Ohio,0.8319121643526394,300399,1964,private
1180,Oklahoma,0.7895894362608512,300399,1964,private
1181,Oregon,0.803318729658108,300399,1964,private
1182,Pennsylvania,0.8383323950383458,300399,1964,private
1183,Rhode Island,0.7839526506497785,300399,1964,private
1184,South Carolina,0.8405377053181478,300399,1964,private
1185,South Dakota,0.9053356701231683,300399,1964,private
1186,Tennessee,0.8297657439974538,300399,1964,private
1187,Texas,0.7579408551702036,300399,1964,private
1188,Utah,0.8534223046405934,300399,1964,private
1189,Vermont,0.8061963446285642,300399,1964,private
1190,Virginia,0.8174836322494262,300399,1964,private
1191,Washington,0.7897021983513193,300399,1964,private
1192,West Virginia,0.8276964085101632,300399,1964,private
1193,Wisconsin,0.8748156471662336,300399,1964,private
1194,Wyoming,0.8587882555120845,300399,1964,private
1195,Puerto Rico,0.7986628388164702,300399,1964,private
1196,Alabama,0.6446378897961326,300399,o65,private
1197,Alaska,0.680816256242466,300399,o65,private
1198,Arizona,0.49402925613418597,300399,o65,private
1199,Arkansas,0.5224083894259379,300399,o65,private
1200,California,0.48805070973136244,300399,o65,private
1201,Colorado,0.5056538594403716,300399,o65,private
1202,Connecticut,0.5072947012506873,300399,o65,private
1203,Delaware,0.6411066955684007,300399,o65,private
1204,District of Columbia,0.7021455616323097,300399,o65,private
1205,Florida,0.4789599289104456,300399,o65,private
1206,Georgia,0.5409609813527111,300399,o65,private
1207,Hawaii,0.6842368521341463,300399,o65,private
1208,Idaho,0.5659717264029701,300399,o65,private
1209,Illinois,0.5765917202692111,300399,o65,private
1210,Indiana,0.5904482477587613,300399,o65,private
1211,Iowa,0.6064385787693795,300399,o65,private
1212,Kansas,0.5921367866239629,300399,o65,private
1213,Kentucky,0.6434847172379656,300399,o65,private
1214,Louisiana,0.535911654670794,300399,o65,private
1215,Maine,0.5548095870950003,300399,o65,private
1216,Maryland,0.7001635821278507,300399,o65,private
1217,Massachusetts,0.6334668214108075,300399,o65,private
1218,Michigan,0.7012766392264805,300399,o65,private
1219,Minnesota,0.6912210785495805,300399,o65,private
1220,Mississippi,0.6034180799206048,300399,o65,private
1221,Missouri,0.5451838135563235,300399,o65,private
1222,Montana,0.6013509741528499,300399,o65,private
1223,Nebraska,0.5656297119276248,300399,o65,private
1224,Nevada,0.4681255437328515,300399,o65,private
1225,New Hampshire,0.6339010825305392,300399,o65,private
1226,New Jersey,0.584879960030503,300399,o65,private
1227,New Mexico,0.5955773226476699,300399,o65,private
1228,New York,0.5800076154557487,300399,o65,private
1229,North Carolina,0.5762244788646027,300399,o65,private
1230,North Dakota,0.6738896961273612,300399,o65,private
1231,Ohio,0.5736550586294267,300399,o65,private
1232,Oklahoma,0.611915954127325,300399,o65,private
1233,Oregon,0.5526698131861518,300399,o65,private
1234,Pennsylvania,0.6142724256778919,300399,o65,private
1235,Rhode Island,0.5258789625360231,300399,o65,private
1236,South Carolina,0.6222630094150436,300399,o65,private
1237,South Dakota,0.6148290402037323,300399,o65,private
1238,Tennessee,0.5170981491546758,300399,o65,private
1239,Texas,0.5028722341029506,300399,o65,private
1240,Utah,0.5421475332388472,300399,o65,private
1241,Vermont,0.630883351616779,300399,o65,private
1242,Virginia,0.6065290420459472,300399,o65,private
1243,Washington,0.6017711464147703,300399,o65,private
1244,West Virginia,0.6722113672124911,300399,o65,private
1245,Wisconsin,0.5828917783870768,300399,o65,private
1246,Wyoming,0.570813953488372,300399,o65,private
1247,Puerto Rico,0.3819406440749316,300399,o65,private
1248,Alabama,0.8938255688351511,o400,u19,private
1249,Alaska,0.8846260927668579,o400,u19,private
1250,Arizona,0.884844379407106,o400,u19,private
1251,Arkansas,0.8946926101990672,o400,u19,private
1252,California,0.9031981164390551,o400,u19,private
1253,Colorado,0.911784887603956,o400,u19,private
1254,Connecticut,0.9249667205476847,o400,u19,private
1255,Delaware,0.9299880289772797,o400,u19,private
1256,District of Columbia,0.9462900798703554,o400,u19,private
1257,Florida,0.876811395928245,o400,u19,private
1258,Georgia,0.8901217067034468,o400,u19,private
1259,Hawaii,0.8892495243342833,o400,u19,private
1260,Idaho,0.8936102910164487,o400,u19,private
1261,Illinois,0.926918908191616,o400,u19,private
1262,Indiana,0.9074166306714504,o400,u19,private
1263,Iowa,0.93116653984765,o400,u19,private
1264,Kansas,0.939271122119178,o400,u19,private
1265,Kentucky,0.905154710805052,o400,u19,private
1266,Louisiana,0.869631646622797,o400,u19,private
1267,Maine,0.9164622193729735,o400,u19,private
1268,Maryland,0.9056653683431882,o400,u19,private
1269,Massachusetts,0.9282235759498263,o400,u19,private
1270,Michigan,0.9314421943076073,o400,u19,private
1271,Minnesota,0.9364541228144209,o400,u19,private
1272,Mississippi,0.871065860281762,o400,u19,private
1273,Missouri,0.9023593599336011,o400,u19,private
1274,Montana,0.8632421521542424,o400,u19,private
1275,Nebraska,0.9247065775659925,o400,u19,private
1276,Nevada,0.8867222249510182,o400,u19,private
1277,New Hampshire,0.917111858593853,o400,u19,private
1278,New Jersey,0.9235948296275067,o400,u19,private
1279,New Mexico,0.829863825009082,o400,u19,private
1280,New York,0.8960530894865056,o400,u19,private
1281,North Carolina,0.9057351014970177,o400,u19,private
1282,North Dakota,0.9333844935142094,o400,u19,private
1283,Ohio,0.9244930702111642,o400,u19,private
1284,Oklahoma,0.8641846552581126,o400,u19,private
1285,Oregon,0.9088520037375415,o400,u19,private
1286,Pennsylvania,0.9114849917760932,o400,u19,private
1287,Rhode Island,0.9005400698913977,o400,u19,private
1288,South Carolina,0.890692360545196,o400,u19,private
1289,South Dakota,0.9446879250415596,o400,u19,private
1290,Tennessee,0.9072100167566561,o400,u19,private
1291,Texas,0.8848521635864844,o400,u19,private
1292,Utah,0.9412120958311454,o400,u19,private
1293,Vermont,0.8786378180710042,o400,u19,private
1294,Virginia,0.9226837627038526,o400,u19,private
1295,Washington,0.9029722455027303,o400,u19,private
1296,West Virginia,0.9018589554440838,o400,u19,private
1297,Wisconsin,0.9379928525133228,o400,u19,private
1298,Wyoming,0.8757333791248104,o400,u19,private
1299,Puerto Rico,0.9327850176442802,o400,u19,private
1300,Alabama,0.9316313513441951,o400,1964,private
1301,Alaska,0.8800331179398357,o400,1964,private
1302,Arizona,0.8921193991533677,o400,1964,private
1303,Arkansas,0.9032498013504667,o400,1964,private
1304,California,0.894701550719648,o400,1964,private
1305,Colorado,0.9137214637175951,o400,1964,private
1306,Connecticut,0.9098970500654422,o400,1964,private
1307,Delaware,0.9249567474048442,o400,1964,private
1308,District of Columbia,0.9469481652154756,o400,1964,private
1309,Florida,0.8920678943123959,o400,1964,private
1310,Georgia,0.906170135615872,o400,1964,private
1311,Hawaii,0.9141388375543351,o400,1964,private
1312,Idaho,0.8971384927315513,o400,1964,private
1313,Illinois,0.9269979720236553,o400,1964,private
1314,Indiana,0.9191384521602195,o400,1964,private
1315,Iowa,0.9432398338275796,o400,1964,private
1316,Kansas,0.9434541012424396,o400,1964,private
1317,Kentucky,0.915320962430025,o400,1964,private
1318,Louisiana,0.8964476129612108,o400,1964,private
1319,Maine,0.9143157147924796,o400,1964,private
1320,Maryland,0.9204759818734857,o400,1964,private
1321,Massachusetts,0.9255701189856255,o400,1964,private
1322,Michigan,0.9292937101352974,o400,1964,private
1323,Minnesota,0.9368892085693535,o400,1964,private
1324,Mississippi,0.9194376842794965,o400,1964,private
1325,Missouri,0.9334896712734246,o400,1964,private
1326,Montana,0.8852317693063424,o400,1964,private
1327,Nebraska,0.9491307515694763,o400,1964,private
1328,Nevada,0.8833638238317183,o400,1964,private
1329,New Hampshire,0.9380893227842297,o400,1964,private
1330,New Jersey,0.9212107453748071,o400,1964,private
1331,New Mexico,0.8525508140357974,o400,1964,private
1332,New York,0.8921182634650898,o400,1964,private
1333,North Carolina,0.9205772444384372,o400,1964,private
1334,North Dakota,0.9474302695983218,o400,1964,private
1335,Ohio,0.9270129002299163,o400,1964,private
1336,Oklahoma,0.8929720661409891,o400,1964,private
1337,Oregon,0.9144356734673856,o400,1964,private
1338,Pennsylvania,0.9301406358417593,o400,1964,private
1339,Rhode Island,0.913986348102094,o400,1964,private
1340,South Carolina,0.9214531297828693,o400,1964,private
1341,South Dakota,0.9478169410268327,o400,1964,private
1342,Tennessee,0.9212152264256757,o400,1964,private
1343,Texas,0.8898340670797956,o400,1964,private
1344,Utah,0.9325323144641441,o400,1964,private
1345,Vermont,0.9140145260681408,o400,1964,private
1346,Virginia,0.9259339761424069,o400,1964,private
1347,Washington,0.9165326075006306,o400,1964,private
1348,West Virginia,0.919614806929315,o400,1964,private
1349,Wisconsin,0.9436585418445042,o400,1964,private
1350,Wyoming,0.8970674745573269,o400,1964,private
1351,Puerto Rico,0.8670325998759009,o400,1964,private
1352,Alabama,0.706724976571913,o400,o65,private
1353,Alaska,0.7666014660265149,o400,o65,private
1354,Arizona,0.6032861344733981,o400,o65,private
1355,Arkansas,0.6510562877670457,o400,o65,private
1356,California,0.600205798264826,o400,o65,private
1357,Colorado,0.5741065435205743,o400,o65,private
1358,Connecticut,0.6152275968710739,o400,o65,private
1359,Delaware,0.7071617727237324,o400,o65,private
1360,District of Columbia,0.7752581037825166,o400,o65,private
1361,Florida,0.5852634876793197,o400,o65,private
1362,Georgia,0.6425841860550398,o400,o65,private
1363,Hawaii,0.8028940241564039,o400,o65,private
1364,Idaho,0.6334298118668596,o400,o65,private
1365,Illinois,0.6423944559153012,o400,o65,private
1366,Indiana,0.6316722371647813,o400,o65,private
1367,Iowa,0.6739532939138745,o400,o65,private
1368,Kansas,0.6581334408385406,o400,o65,private
1369,Kentucky,0.6748698337016895,o400,o65,private
1370,Louisiana,0.6741021458952957,o400,o65,private
1371,Maine,0.6063168446495987,o400,o65,private
1372,Maryland,0.7779115484413521,o400,o65,private
1373,Massachusetts,0.7168166693409445,o400,o65,private
1374,Michigan,0.7225282452933934,o400,o65,private
1375,Minnesota,0.7148396818521147,o400,o65,private
1376,Mississippi,0.6754859343199756,o400,o65,private
1377,Missouri,0.6037064004229047,o400,o65,private
1378,Montana,0.6716868145423553,o400,o65,private
1379,Nebraska,0.6447552038810833,o400,o65,private
1380,Nevada,0.5835898716519059,o400,o65,private
1381,New Hampshire,0.6907387986836871,o400,o65,private
1382,New Jersey,0.6691959707917678,o400,o65,private
1383,New Mexico,0.6841484168291865,o400,o65,private
1384,New York,0.6779732088732503,o400,o65,private
1385,North Carolina,0.652407528308377,o400,o65,private
1386,North Dakota,0.7701686028764836,o400,o65,private
1387,Ohio,0.6413073718890199,o400,o65,private
1388,Oklahoma,0.6884863693975913,o400,o65,private
1389,Oregon,0.6283352990198482,o400,o65,private
1390,Pennsylvania,0.6737668661864664,o400,o65,private
1391,Rhode Island,0.6507993164168127,o400,o65,private
1392,South Carolina,0.67429876441998,o400,o65,private
1393,South Dakota,0.6459213448891599,o400,o65,private
1394,Tennessee,0.656328995041629,o400,o65,private
1395,Texas,0.6117330587257976,o400,o65,private
1396,Utah,0.5963284274975202,o400,o65,private
1397,Vermont,0.7025849311013911,o400,o65,private
1398,Virginia,0.7282112632371838,o400,o65,private
1399,Washington,0.654306359164003,o400,o65,private
1400,West Virginia,0.7204956690028372,o400,o65,private
1401,Wisconsin,0.6191556596160728,o400,o65,private
1402,Wyoming,0.6865463999817547,o400,o65,private
1403,Puerto Rico,0.5083873892725117,o400,o65,private
1404,Alabama,0.85282608328976,u050,u19,public
1405,Alaska,0.8767567567567568,u050,u19,public
1406,Arizona,0.7515877475923973,u050,u19,public
1407,Arkansas,0.8622315623563407,u050,u19,public
1408,California,0.8114237979628189,u050,u19,public
1409,Colorado,0.8152381774001064,u050,u19,public
1410,Connecticut,0.8185791540114082,u050,u19,public
1411,Delaware,0.7437558482689124,u050,u19,public
1412,District of Columbia,0.9597761455054215,u050,u19,public
1413,Florida,0.7663965125560263,u050,u19,public
1414,Georgia,0.7763903110540828,u050,u19,public
1415,Hawaii,0.7270649100643687,u050,u19,public
1416,Idaho,0.7220972317323682,u050,u19,public
1417,Illinois,0.8367505587406472,u050,u19,public
1418,Indiana,0.7943111229536863,u050,u19,public
1419,Iowa,0.7571019278395571,u050,u19,public
1420,Kansas,0.7783026785928395,u050,u19,public
1421,Kentucky,0.8803150969529085,u050,u19,public
1422,Louisiana,0.8809476266544957,u050,u19,public
1423,Maine,0.8302501382828344,u050,u19,public
1424,Maryland,0.7613915207871039,u050,u19,public
1425,Massachusetts,0.8506554527087347,u050,u19,public
1426,Michigan,0.8471289885412657,u050,u19,public
1427,Minnesota,0.7731362467866324,u050,u19,public
1428,Mississippi,0.827132853215916,u050,u19,public
1429,Missouri,0.8234733973271455,u050,u19,public
1430,Montana,0.7286310405168932,u050,u19,public
1431,Nebraska,0.8012385610602714,u050,u19,public
1432,Nevada,0.7518700498679964,u050,u19,public
1433,New Hampshire,0.8256795542799257,u050,u19,public
1434,New Jersey,0.7835199473089951,u050,u19,public
1435,New Mexico,0.8601439314304197,u050,u19,public
1436,New York,0.8728293209596729,u050,u19,public
1437,North Carolina,0.8166240558949238,u050,u19,public
1438,North Dakota,0.6846211930531085,u050,u19,public
1439,Ohio,0.8147815705309758,u050,u19,public
1440,Oklahoma,0.8381853977296527,u050,u19,public
1441,Oregon,0.7999409474247541,u050,u19,public
1442,Pennsylvania,0.8236752627596832,u050,u19,public
1443,Rhode Island,0.7861000845968634,u050,u19,public
1444,South Carolina,0.8346067213262456,u050,u19,public
1445,South Dakota,0.8322906155398587,u050,u19,public
1446,Tennessee,0.7976131544091085,u050,u19,public
1447,Texas,0.7250198267264272,u050,u19,public
1448,Utah,0.5431627716835865,u050,u19,public
1449,Vermont,0.8888176181312807,u050,u19,public
1450,Virginia,0.7627141212315838,u050,u19,public
1451,Washington,0.780003563015895,u050,u19,public
1452,West Virginia,0.9035628892759099,u050,u19,public
1453,Wisconsin,0.7961057854674876,u050,u19,public
1454,Wyoming,0.8013328737217051,u050,u19,public
1455,Puerto Rico,0.9408009178726081,u050,u19,public
1456,Alabama,0.35909384290408386,u050,1964,public
1457,Alaska,0.5568807339449541,u050,1964,public
1458,Arizona,0.5042861075807346,u050,1964,public
1459,Arkansas,0.5680208031430135,u050,1964,public
1460,California,0.5566075152382796,u050,1964,public
1461,Colorado,0.47933789364256135,u050,1964,public
1462,Connecticut,0.5959823515115258,u050,1964,public
1463,Delaware,0.5185372369228548,u050,1964,public
1464,District of Columbia,0.6902236461476251,u050,1964,public
1465,Florida,0.34353418370069916,u050,1964,public
1466,Georgia,0.3360073292813729,u050,1964,public
1467,Hawaii,0.553494623655914,u050,1964,public
1468,Idaho,0.43401131064589743,u050,1964,public
1469,Illinois,0.5298224849302828,u050,1964,public
1470,Indiana,0.5559770051827041,u050,1964,public
1471,Iowa,0.5001375092131173,u050,1964,public
1472,Kansas,0.3462639707264225,u050,1964,public
1473,Kentucky,0.6870881095977953,u050,1964,public
1474,Louisiana,0.6561565184925487,u050,1964,public
1475,Maine,0.619857976160284,u050,1964,public
1476,Maryland,0.516541077007903,u050,1964,public
1477,Massachusetts,0.5961195328578482,u050,1964,public
1478,Michigan,0.6184722067947762,u050,1964,public
1479,Minnesota,0.5618820222705012,u050,1964,public
1480,Mississippi,0.37789638428508365,u050,1964,public
1481,Missouri,0.48405395319080874,u050,1964,public
1482,Montana,0.5204329970085687,u050,1964,public
1483,Nebraska,0.4411177272133351,u050,1964,public
1484,Nevada,0.4785123676772642,u050,1964,public
1485,New Hampshire,0.5199495452433114,u050,1964,public
1486,New Jersey,0.5151191196864119,u050,1964,public
1487,New Mexico,0.66586613342444,u050,1964,public
1488,New York,0.6443062259615698,u050,1964,public
1489,North Carolina,0.42632898034560085,u050,1964,public
1490,North Dakota,0.5000707647308581,u050,1964,public
1491,Ohio,0.5880497184683334,u050,1964,public
1492,Oklahoma,0.5044817323540889,u050,1964,public
1493,Oregon,0.6047110518827999,u050,1964,public
1494,Pennsylvania,0.5768234527442073,u050,1964,public
1495,Rhode Island,0.6217296284733063,u050,1964,public
1496,South Carolina,0.41256050029943353,u050,1964,public
1497,South Dakota,0.4315408599253243,u050,1964,public
1498,Tennessee,0.4167192085250138,u050,1964,public
1499,Texas,0.24976204913708785,u050,1964,public
1500,Utah,0.3180360007128854,u050,1964,public
1501,Vermont,0.6315350252810368,u050,1964,public
1502,Virginia,0.5108797763707602,u050,1964,public
1503,Washington,0.5671284783895796,u050,1964,public
1504,West Virginia,0.6536017750434936,u050,1964,public
1505,Wisconsin,0.5136552389595024,u050,1964,public
1506,Wyoming,0.28375475128078004,u050,1964,public
1507,Puerto Rico,0.8500369581286142,u050,1964,public
1508,Alabama,0.9267118846940302,u050,o65,public
1509,Alaska,0.9228284278535535,u050,o65,public
1510,Arizona,0.8753835565369504,u050,o65,public
1511,Arkansas,0.9573153476087162,u050,o65,public
1512,California,0.897822266634506,u050,o65,public
1513,Colorado,0.9458351378663202,u050,o65,public
1514,Connecticut,0.9524694340183582,u050,o65,public
1515,Delaware,0.9397066811515481,u050,o65,public
1516,District of Columbia,0.9159380273048013,u050,o65,public
1517,Florida,0.8803679960036633,u050,o65,public
1518,Georgia,0.9154639434249036,u050,o65,public
1519,Hawaii,0.890500632299338,u050,o65,public
1520,Idaho,0.9659430549001101,u050,o65,public
1521,Illinois,0.9252392221421957,u050,o65,public
1522,Indiana,0.9545193839617632,u050,o65,public
1523,Iowa,0.9415444229172433,u050,o65,public
1524,Kansas,0.9289817497839459,u050,o65,public
1525,Kentucky,0.9322592884452616,u050,o65,public
1526,Louisiana,0.9388328333787838,u050,o65,public
1527,Maine,0.966012542990087,u050,o65,public
1528,Maryland,0.9231406186967877,u050,o65,public
1529,Massachusetts,0.9299436523843739,u050,o65,public
1530,Michigan,0.9465151394738933,u050,o65,public
1531,Minnesota,0.9580113138395348,u050,o65,public
1532,Mississippi,0.9527479136907,u050,o65,public
1533,Missouri,0.9346312858589267,u050,o65,public
1534,Montana,0.9521756174049393,u050,o65,public
1535,Nebraska,0.9225608866851392,u050,o65,public
1536,Nevada,0.8798066517567275,u050,o65,public
1537,New Hampshire,0.9745728234336859,u050,o65,public
1538,New Jersey,0.9285660016107219,u050,o65,public
1539,New Mexico,0.9453775304142245,u050,o65,public
1540,New York,0.9371713517574032,u050,o65,public
1541,North Carolina,0.9294559000996905,u050,o65,public
1542,North Dakota,0.9262349066959386,u050,o65,public
1543,Ohio,0.9506140826477453,u050,o65,public
1544,Oklahoma,0.9188981562774363,u050,o65,public
1545,Oregon,0.9582542694497154,u050,o65,public
1546,Pennsylvania,0.927285126907567,u050,o65,public
1547,Rhode Island,0.9482945643003495,u050,o65,public
1548,South Carolina,0.9588776358921669,u050,o65,public
1549,South Dakota,0.9442989764341824,u050,o65,public
1550,Tennessee,0.9307624554819438,u050,o65,public
1551,Texas,0.8733737501144351,u050,o65,public
1552,Utah,0.9350694931910711,u050,o65,public
1553,Vermont,0.9591240875912409,u050,o65,public
1554,Virginia,0.9417955934517961,u050,o65,public
1555,Washington,0.9243231720315498,u050,o65,public
1556,West Virginia,0.958102279728897,u050,o65,public
1557,Wisconsin,0.937735641053908,u050,o65,public
1558,Wyoming,0.9110718492343934,u050,o65,public
1559,Puerto Rico,0.9618284637134779,u050,o65,public
1560,Alabama,0.8387327654688028,050099,u19,public
1561,Alaska,0.8148704468644387,050099,u19,public
1562,Arizona,0.7446271956075877,050099,u19,public
1563,Arkansas,0.8525728473207465,050099,u19,public
1564,California,0.8598199596418107,050099,u19,public
1565,Colorado,0.8027037466203167,050099,u19,public
1566,Connecticut,0.8754788042198969,050099,u19,public
1567,Delaware,0.8348079470198676,050099,u19,public
1568,District of Columbia,1.0,050099,u19,public
1569,Florida,0.7583578298321264,050099,u19,public
1570,Georgia,0.7838366106295741,050099,u19,public
1571,Hawaii,0.7552657454846556,050099,u19,public
1572,Idaho,0.7868553039747195,050099,u19,public
1573,Illinois,0.8777315861714838,050099,u19,public
1574,Indiana,0.835872940781492,050099,u19,public
1575,Iowa,0.8502186405749996,050099,u19,public
1576,Kansas,0.8082162704538438,050099,u19,public
1577,Kentucky,0.8447665151425704,050099,u19,public
1578,Louisiana,0.8965623283909939,050099,u19,public
1579,Maine,0.8369987063389392,050099,u19,public
1580,Maryland,0.8402349885224115,050099,u19,public
1581,Massachusetts,0.8411596388882727,050099,u19,public
1582,Michigan,0.8388308740652294,050099,u19,public
1583,Minnesota,0.857815265783404,050099,u19,public
1584,Mississippi,0.8194775502262003,050099,u19,public
1585,Missouri,0.811163089668964,050099,u19,public
1586,Montana,0.8184203621096825,050099,u19,public
1587,Nebraska,0.7280029087062868,050099,u19,public
1588,Nevada,0.8182944420873992,050099,u19,public
1589,New Hampshire,0.8091906886985888,050099,u19,public
1590,New Jersey,0.8155207624234173,050099,u19,public
1591,New Mexico,0.8705616868234547,050099,u19,public
1592,New York,0.8819320076377383,050099,u19,public
1593,North Carolina,0.81067940857941,050099,u19,public
1594,North Dakota,0.7458161532864419,050099,u19,public
1595,Ohio,0.8627777547036591,050099,u19,public
1596,Oklahoma,0.8229956229315682,050099,u19,public
1597,Oregon,0.8495951870459855,050099,u19,public
1598,Pennsylvania,0.8219698294599983,050099,u19,public
1599,Rhode Island,0.7290917617633266,050099,u19,public
1600,South Carolina,0.8147030083059956,050099,u19,public
1601,South Dakota,0.7013064779531846,050099,u19,public
1602,Tennessee,0.8010893179523271,050099,u19,public
1603,Texas,0.7338719146734383,050099,u19,public
1604,Utah,0.5199944377123106,050099,u19,public
1605,Vermont,0.9441590720795361,050099,u19,public
1606,Virginia,0.8220560127769875,050099,u19,public
1607,Washington,0.8261455777981686,050099,u19,public
1608,West Virginia,0.9112810906441877,050099,u19,public
1609,Wisconsin,0.8259801093753606,050099,u19,public
1610,Wyoming,0.6699136188200698,050099,u19,public
1611,Puerto Rico,0.8342900063251107,050099,u19,public
1612,Alabama,0.4756276320993974,050099,1964,public
1613,Alaska,0.6313042734311503,050099,1964,public
1614,Arizona,0.5250532043856577,050099,1964,public
1615,Arkansas,0.6253217916112525,050099,1964,public
1616,California,0.6139102232224994,050099,1964,public
1617,Colorado,0.5323586508991872,050099,1964,public
1618,Connecticut,0.6172409626643527,050099,1964,public
1619,Delaware,0.5890748031496063,050099,1964,public
1620,District of Columbia,0.6641695596564955,050099,1964,public
1621,Florida,0.3851359975821348,050099,1964,public
1622,Georgia,0.3699481008539623,050099,1964,public
1623,Hawaii,0.5872542490662188,050099,1964,public
1624,Idaho,0.5479084702104762,050099,1964,public
1625,Illinois,0.6067030539382924,050099,1964,public
1626,Indiana,0.6028529342659364,050099,1964,public
1627,Iowa,0.5823292036733232,050099,1964,public
1628,Kansas,0.37796983524017175,050099,1964,public
1629,Kentucky,0.7059236515917867,050099,1964,public
1630,Louisiana,0.7000503357870237,050099,1964,public
1631,Maine,0.6953132636105952,050099,1964,public
1632,Maryland,0.5487685038874869,050099,1964,public
1633,Massachusetts,0.6967709199713342,050099,1964,public
1634,Michigan,0.6923030520725083,050099,1964,public
1635,Minnesota,0.5950490519317984,050099,1964,public
1636,Mississippi,0.48353478046373954,050099,1964,public
1637,Missouri,0.5316364709578529,050099,1964,public
1638,Montana,0.5422496819916409,050099,1964,public
1639,Nebraska,0.47775572855713294,050099,1964,public
1640,Nevada,0.5606136437819607,050099,1964,public
1641,New Hampshire,0.6281817491072107,050099,1964,public
1642,New Jersey,0.5680525261517917,050099,1964,public
1643,New Mexico,0.6360776201096853,050099,1964,public
1644,New York,0.7235582484001821,050099,1964,public
1645,North Carolina,0.4597077410510628,050099,1964,public
1646,North Dakota,0.37993384785005513,050099,1964,public
1647,Ohio,0.668018982537908,050099,1964,public
1648,Oklahoma,0.5245212020092653,050099,1964,public
1649,Oregon,0.6669939189684226,050099,1964,public
1650,Pennsylvania,0.653636916219228,050099,1964,public
1651,Rhode Island,0.6840825030822032,050099,1964,public
1652,South Carolina,0.4826014935505771,050099,1964,public
1653,South Dakota,0.42976240100041685,050099,1964,public
1654,Tennessee,0.4868123848907113,050099,1964,public
1655,Texas,0.28798880888889716,050099,1964,public
1656,Utah,0.3248523451071222,050099,1964,public
1657,Vermont,0.7704670069956514,050099,1964,public
1658,Virginia,0.5774649172846549,050099,1964,public
1659,Washington,0.565244125613059,050099,1964,public
1660,West Virginia,0.7619222958648546,050099,1964,public
1661,Wisconsin,0.5744417685011745,050099,1964,public
1662,Wyoming,0.27813670666159945,050099,1964,public
1663,Puerto Rico,0.7320970202001413,050099,1964,public
1664,Alabama,0.9880702480560565,050099,o65,public
1665,Alaska,0.9856179775280899,050099,o65,public
1666,Arizona,0.9820483439733726,050099,o65,public
1667,Arkansas,0.9953465759133213,050099,o65,public
1668,California,0.9773198752194618,050099,o65,public
1669,Colorado,0.9795369297539326,050099,o65,public
1670,Connecticut,0.9866075119182122,050099,o65,public
1671,Delaware,0.9615663524292966,050099,o65,public
1672,District of Columbia,0.9835712667119874,050099,o65,public
1673,Florida,0.973334390443722,050099,o65,public
1674,Georgia,0.9767847734457323,050099,o65,public
1675,Hawaii,0.9883469485824123,050099,o65,public
1676,Idaho,0.9705384534010367,050099,o65,public
1677,Illinois,0.9743356346665638,050099,o65,public
1678,Indiana,0.9849331899861773,050099,o65,public
1679,Iowa,0.983290780141844,050099,o65,public
1680,Kansas,0.9887762762762763,050099,o65,public
1681,Kentucky,0.9822681656983324,050099,o65,public
1682,Louisiana,0.9845659251590404,050099,o65,public
1683,Maine,0.9852227037752598,050099,o65,public
1684,Maryland,0.9799376179290693,050099,o65,public
1685,Massachusetts,0.9844394201356563,050099,o65,public
1686,Michigan,0.9812092948460239,050099,o65,public
1687,Minnesota,0.9914220256806436,050099,o65,public
1688,Mississippi,0.9812301693489812,050099,o65,public
1689,Missouri,0.9802412326570452,050099,o65,public
1690,Montana,0.9969847081628258,050099,o65,public
